NoForm;city;NSE;p5;p6;p7;p16;p17_a;p17_b;p17_c;p17_d;p17_e;p17_f;p17_g;p18;P19;p22_a;p22_b;p22_c;p26
492;Mexico DF;Medio;Masculino;Modalité n° 54;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
634;Mexico DF;Alto;Femenino;Modalité n° 54;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs; ;p17d_FACC=3_cs; ;p17f_OLCC=2_cn;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
799;Mexico DF;Medio;Masculino;Modalité n° 19;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
942;Mexico DF;Alto;Masculino;Modalité n° 25;4 Universitaria; ;p17a_ACL=1_n;p17b_FACL=1_n;p17c_ABAC=3_cs;p17d_FACC=1_n;p17e_AMAC=2_cn;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=1_comacu
1207;Mexico DF;Medio;Masculino;Modalité n° 23;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1266;Mexico DF;Alto;Femenino;Modalité n° 18;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1318;Mexico DF;Alto;Femenino;Modalité n° 33;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1361;Mexico DF;Medio;Femenino;Modalité n° 25;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1652;Mexico DF;Medio;Femenino;Modalité n° 21;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1913;Mexico DF;Medio;Femenino;Modalité n° 34;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1959;Mexico DF;Alto;Masculino;Modalité n° 26;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
2066;Mexico DF;Bajo;Femenino;Modalité n° 19;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
765;Mexico DF;Alto;Masculino;Modalité n° 40;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
40;Mexico DF;Alto;Femenino;Modalité n° 22;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=2_cn; ;p17d_FACC=2_cn; ;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av; 
145;Mexico DF;Medio;Femenino;Modalité n° 55;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
216;Mexico DF;Alto;Masculino;Modalité n° 35;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
255;Mexico DF;Alto;Masculino;Modalité n° 49;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
369;Mexico DF;Alto;Masculino;Modalité n° 38;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=2_cn;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=3_ind
374;Mexico DF;Alto;Femenino;Modalité n° 52;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
439;Mexico DF;Alto;Femenino;Modalité n° 49;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
440;Mexico DF;Alto;Masculino;Modalité n° 42;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
629;Mexico DF;Alto;Femenino;Modalité n° 30;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=1_n;p17e_AMAC=1_n;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
734;Mexico DF;Medio;Masculino;Modalité n° 51;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
763;Mexico DF;Alto;Masculino;Modalité n° 46;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
961;Mexico DF;Medio;Masculino;Modalité n° 25;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1730;Mexico DF;Bajo;Masculino;Modalité n° 49;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1810;Mexico DF;Medio;Masculino;Modalité n° 52;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
1967;Mexico DF;Medio;Masculino;Modalité n° 29;4 Universitaria; ;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
821;B Horizonte;Medio;Masculino;Modalité n° 34;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
6;B Horizonte;Medio;Femenino;Modalité n° 22;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=3_ind
1084;B Horizonte;Medio;Masculino;Modalité n° 49;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1232;B Horizonte;Alto;Masculino;Modalité n° 47;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s; ;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=5_comdesac
278;B Horizonte;Alto;Femenino;Modalité n° 30;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=2_acu
65;B Horizonte;Alto;Femenino;Modalité n° 73;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
400;B Horizonte;Bajo;Femenino;Modalité n° 28;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=1_n;p26_ARMA=4_desac
440;B Horizonte;Medio;Femenino;Modalité n° 37;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
611;B Horizonte;Medio;Femenino;Modalité n° 42;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=5_comdesac
992;B Horizonte;Medio;Masculino;Modalité n° 23;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1003;B Horizonte;Alto;Femenino;Modalité n° 37;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1075;B Horizonte;Alto;Femenino;Modalité n° 43;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1208;B Horizonte;Medio;Femenino;Modalité n° 44;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1217;B Horizonte;Medio;Femenino;Modalité n° 65;4 Universitaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=1_n;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1268;B Horizonte;Alto;Femenino;Modalité n° 50;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1282;B Horizonte;Alto;Femenino;Modalité n° 36;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
783;Bogota;Medio;Masculino;Modalité n° 26;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
2206;Bogota;Medio;Masculino;Modalité n° 38;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2674;Bogota;Medio;Masculino;Modalité n° 83;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=1_comacu
2750;Bogota;Medio;Masculino;Modalité n° 39;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
70;Bogota;Medio;Femenino;Modalité n° 35;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
173;Bogota;Medio;Femenino;Modalité n° 17;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
192;Bogota;Medio;Femenino;Modalité n° 30;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=3_ind
196;Bogota;Medio;Masculino;Modalité n° 49;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
568;Bogota;Medio;Femenino;Modalité n° 54;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1253;Bogota;Bajo;Masculino;Modalité n° 34;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
2530;Bogota;Alto;Masculino;Modalité n° 25;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=5_comdesac
2744;Bogota;Medio;Femenino;Modalité n° 19;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
3045;Bogota;Alto;Femenino;Modalité n° 66;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=1_comacu
3059;Bogota;Medio;Masculino;Modalité n° 54;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
3399;Bogota;Alto;Masculino;Modalité n° 43;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
213;Bogota;Medio;Masculino;Modalité n° 19;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
254;Bogota;Bajo;Masculino;Modalité n° 43;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=1_n;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=2_acu
362;Bogota;Medio;Masculino;Modalité n° 80;4 Universitaria;p16_PNOR=2_neg;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=1_n;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=4_desac
863;Bogota;Medio;Femenino;Modalité n° 31;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1362;Bogota;Medio;Femenino;Modalité n° 49;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
